O*NET-SOC Code,Title,Element Name,Skill_Importance,Skill_Level,Skill_Type,Hot_Technology,In_Demand,Workplace_Example
27-2021.00,Athletes and Sports Competitors,Graphics or photo imaging software,,,Software,Y,N,Adobe Photoshop
27-2021.00,Athletes and Sports Competitors,Instant messaging software,,,Software,N,N,Twitter
27-2021.00,Athletes and Sports Competitors,Internet browser software,,,Software,N,N,Web browser software
27-2021.00,Athletes and Sports Competitors,Office suite software,,,Software,Y,N,Microsoft Office software
27-2021.00,Athletes and Sports Competitors,Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-2021.00,Athletes and Sports Competitors,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-2021.00,Athletes and Sports Competitors,Video creation and editing software,,,Software,N,N,YouTube
27-2021.00,Athletes and Sports Competitors,Web page creation and editing software,,,Software,Y,N,Facebook
27-2021.00,Athletes and Sports Competitors,Word processing software,,,Software,Y,N,Microsoft Word
27-2022.00,Coaches and Scouts,Analytical or scientific software,,,Software,N,N,Motion analysis software
27-2022.00,Coaches and Scouts,Calendar and scheduling software,,,Software,N,N,Scheduling software
27-2022.00,Coaches and Scouts,Cloud-based data access and sharing software,,,Software,N,N,Google Drive
27-2022.00,Coaches and Scouts,Computer based training software,,,Software,N,N,Edulastic
27-2022.00,Coaches and Scouts,Data base user interface and query software,,,Software,N,N,Online registration software
27-2022.00,Coaches and Scouts,Data conversion software,,,Software,N,N,Video file conversion software
27-2022.00,Coaches and Scouts,Desktop communications software,,,Software,N,N,Bloomz
27-2022.00,Coaches and Scouts,Desktop publishing software,,,Software,N,N,Microsoft Publisher
27-2022.00,Coaches and Scouts,Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-2022.00,Coaches and Scouts,Graphics or photo imaging software,,,Software,N,N,Graphics creation software
27-2022.00,Coaches and Scouts,Instant messaging software,,,Software,N,N,GroupMe
27-2022.00,Coaches and Scouts,Internet browser software,,,Software,N,N,Web browser software
27-2022.00,Coaches and Scouts,Multi-media educational software,,,Software,N,N,Edpuzzle
27-2022.00,Coaches and Scouts,Object or component oriented development software,,,Software,Y,N,C++
27-2022.00,Coaches and Scouts,Office suite software,,,Software,Y,N,Microsoft Office software
27-2022.00,Coaches and Scouts,Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-2022.00,Coaches and Scouts,Project management software,,,Software,N,N,Google Classroom
27-2022.00,Coaches and Scouts,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-2022.00,Coaches and Scouts,Video conferencing software,,,Software,N,N,Google Meet
27-2022.00,Coaches and Scouts,Video creation and editing software,,,Software,N,N,Flipgrid
27-2022.00,Coaches and Scouts,Web page creation and editing software,,,Software,Y,N,Facebook
27-2022.00,Coaches and Scouts,Word processing software,,,Software,Y,N,Evernote
27-2023.00,"Umpires, Referees, and Other Sports Officials",Data base user interface and query software,,,Software,N,N,Database software
27-2023.00,"Umpires, Referees, and Other Sports Officials",Document management software,,,Software,Y,N,Adobe Acrobat
27-2023.00,"Umpires, Referees, and Other Sports Officials",Electronic mail software,,,Software,Y,N,Email software
27-2023.00,"Umpires, Referees, and Other Sports Officials",Internet browser software,,,Software,N,N,Web browser software
27-2023.00,"Umpires, Referees, and Other Sports Officials",Office suite software,,,Software,Y,N,Microsoft Office software
27-2023.00,"Umpires, Referees, and Other Sports Officials",Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-2023.00,"Umpires, Referees, and Other Sports Officials",Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-2023.00,"Umpires, Referees, and Other Sports Officials",Video creation and editing software,,,Software,N,N,Video editing software
27-2023.00,"Umpires, Referees, and Other Sports Officials",Word processing software,,,Software,Y,N,Microsoft Word
27-2031.00,Dancers,Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-2031.00,Dancers,Filesystem software,,,Software,N,N,Samba
27-2031.00,Dancers,Graphics or photo imaging software,,,Software,Y,N,Adobe Photoshop
27-2031.00,Dancers,Information retrieval or search software,,,Software,N,N,Pinterest
27-2031.00,Dancers,Internet browser software,,,Software,N,N,Web browser software
27-2031.00,Dancers,Office suite software,,,Software,Y,N,Microsoft Office software
27-2031.00,Dancers,Video creation and editing software,,,Software,N,N,Apple Final Cut Pro
27-2031.00,Dancers,Web page creation and editing software,,,Software,Y,N,Facebook
27-2032.00,Choreographers,Customer relationship management CRM software,,,Software,Y,N,Salesforce software
27-2032.00,Choreographers,Electronic mail software,,,Software,N,N,Email software
27-2032.00,Choreographers,Graphical user interface development software,,,Software,N,N,Salesforce Visualforce
27-2032.00,Choreographers,Graphics or photo imaging software,,,Software,N,N,Chorel Technology Dance Designer
27-2032.00,Choreographers,Internet browser software,,,Software,N,N,Web browser software
27-2032.00,Choreographers,Office suite software,,,Software,Y,N,Microsoft Office software
27-2032.00,Choreographers,Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-2032.00,Choreographers,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-2032.00,Choreographers,Video creation and editing software,,,Software,N,N,YouTube
27-2032.00,Choreographers,Web page creation and editing software,,,Software,Y,N,Facebook
27-2032.00,Choreographers,Word processing software,,,Software,Y,N,Microsoft Word
27-2041.00,Music Directors and Composers,Data base user interface and query software,,,Software,N,N,Music Director Pro
27-2041.00,Music Directors and Composers,Desktop publishing software,,,Software,N,N,Microsoft Publisher
27-2041.00,Music Directors and Composers,Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-2041.00,Music Directors and Composers,Music or sound editing software,,,Software,N,N,Anvil Studio
27-2041.00,Music Directors and Composers,Office suite software,,,Software,Y,N,Microsoft Office software
27-2041.00,Music Directors and Composers,Presentation software,,,Software,Y,N,MediaShout
27-2041.00,Music Directors and Composers,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-2041.00,Music Directors and Composers,Video creation and editing software,,,Software,N,N,Apple Final Cut Pro
27-2041.00,Music Directors and Composers,Word processing software,,,Software,Y,N,Microsoft Word
27-2042.00,Musicians and Singers,Accounting software,,,Software,N,N,Financial tracking software
27-2042.00,Musicians and Singers,Calendar and scheduling software,,,Software,N,N,Appointment scheduling software
27-2042.00,Musicians and Singers,Computer based training software,,,Software,N,N,Cantovation Sing & See
27-2042.00,Musicians and Singers,Data base user interface and query software,,,Software,N,N,TUBA software
27-2042.00,Musicians and Singers,Electronic mail software,,,Software,N,N,Email software
27-2042.00,Musicians and Singers,Enterprise resource planning ERP software,,,Software,Y,N,SAP software
27-2042.00,Musicians and Singers,Instant messaging software,,,Software,N,N,Snapchat
27-2042.00,Musicians and Singers,Internet browser software,,,Software,N,N,Web browser software
27-2042.00,Musicians and Singers,Music or sound editing software,,,Software,N,N,Acoustica Mixcraft
27-2042.00,Musicians and Singers,Office suite software,,,Software,Y,N,Microsoft Office software
27-2042.00,Musicians and Singers,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-2042.00,Musicians and Singers,Video creation and editing software,,,Software,N,N,YouTube
27-2042.00,Musicians and Singers,Web page creation and editing software,,,Software,Y,N,Blogging software
27-2042.00,Musicians and Singers,Word processing software,,,Software,Y,N,Microsoft Word
27-2091.00,"Disc Jockeys, Except Radio",Music or sound editing software,,,Software,N,N,Adobe Audition
27-2091.00,"Disc Jockeys, Except Radio",Office suite software,,,Software,Y,Y,Microsoft Office software
27-2091.00,"Disc Jockeys, Except Radio",Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-2091.00,"Disc Jockeys, Except Radio",Word processing software,,,Software,Y,N,Microsoft Word
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Analytical or scientific software,,,Software,N,N,Statistical processing software
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Data base user interface and query software,,,Software,Y,N,Database software
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Enterprise application integration software,,,Software,N,N,Enterprise application integration EAI software
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Enterprise resource planning ERP software,,,Software,N,N,Dalet Digital Media Systems Dalet Media Life
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Internet browser software,,,Software,N,N,Web browser software
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Music or sound editing software,,,Software,N,Y,Adobe Audition
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Office suite software,,,Software,Y,Y,Microsoft Office software
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Video conferencing software,,,Software,Y,N,Zoom
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Word processing software,,,Software,Y,N,Burli Software Burli Newsroom System
27-3023.00,"News Analysts, Reporters, and Journalists",Analytical or scientific software,,,Software,Y,N,IBM SPSS Statistics
27-3023.00,"News Analysts, Reporters, and Journalists",Data base user interface and query software,,,Software,Y,N,FileMaker Pro
27-3023.00,"News Analysts, Reporters, and Journalists",Desktop publishing software,,,Software,Y,N,Adobe InDesign
27-3023.00,"News Analysts, Reporters, and Journalists",Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-3023.00,"News Analysts, Reporters, and Journalists",Facilities management software,,,Software,N,N,RCS NexGen Digital
27-3023.00,"News Analysts, Reporters, and Journalists",Geographic information system,,,Software,N,N,ESRI ArcView
27-3023.00,"News Analysts, Reporters, and Journalists",Graphics or photo imaging software,,,Software,Y,N,Adobe Photoshop
27-3023.00,"News Analysts, Reporters, and Journalists",Information retrieval or search software,,,Software,N,N,LexisNexis
27-3023.00,"News Analysts, Reporters, and Journalists",Instant messaging software,,,Software,N,N,Snapchat
27-3023.00,"News Analysts, Reporters, and Journalists",Internet browser software,,,Software,N,N,Web browser software
27-3023.00,"News Analysts, Reporters, and Journalists",Map creation software,,,Software,N,N,Mapping software
27-3023.00,"News Analysts, Reporters, and Journalists",Music or sound editing software,,,Software,N,N,Audion Laboratories VoxPro
27-3023.00,"News Analysts, Reporters, and Journalists",Object oriented data base management software,,,Software,N,N,Microsoft Visual FoxPro
27-3023.00,"News Analysts, Reporters, and Journalists",Office suite software,,,Software,Y,N,Microsoft Office software
27-3023.00,"News Analysts, Reporters, and Journalists",Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-3023.00,"News Analysts, Reporters, and Journalists",Project management software,,,Software,N,N,Desktop Technologies NewsBoss
27-3023.00,"News Analysts, Reporters, and Journalists",Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-3023.00,"News Analysts, Reporters, and Journalists",Video creation and editing software,,,Software,Y,N,Adobe After Effects
27-3023.00,"News Analysts, Reporters, and Journalists",Web page creation and editing software,,,Software,Y,N,Facebook
27-3023.00,"News Analysts, Reporters, and Journalists",Web platform development software,,,Software,Y,N,Hypertext markup language HTML
27-3023.00,"News Analysts, Reporters, and Journalists",Word processing software,,,Software,Y,N,Microsoft Word
27-3031.00,Public Relations Specialists,Cloud-based data access and sharing software,,,Software,N,N,Google Drive
27-3031.00,Public Relations Specialists,Customer relationship management CRM software,,,Software,Y,N,Blackbaud The Raiser's Edge
27-3031.00,Public Relations Specialists,Data base reporting software,,,Software,N,N,Oracle Business Intelligence Discoverer
27-3031.00,Public Relations Specialists,Data base user interface and query software,,,Software,N,N,Airtable
27-3031.00,Public Relations Specialists,Data mining software,,,Software,Y,N,Google Analytics
27-3031.00,Public Relations Specialists,Desktop communications software,,,Software,N,N,ParentSquare
27-3031.00,Public Relations Specialists,Desktop publishing software,,,Software,Y,Y,Adobe InDesign
27-3031.00,Public Relations Specialists,Development environment software,,,Software,N,N,Adobe ActionScript
27-3031.00,Public Relations Specialists,Document management software,,,Software,Y,Y,Adobe Acrobat
27-3031.00,Public Relations Specialists,Electronic mail software,,,Software,Y,Y,Microsoft Outlook
27-3031.00,Public Relations Specialists,Graphics or photo imaging software,,,Software,Y,Y,Adobe Creative Cloud software
27-3031.00,Public Relations Specialists,Information retrieval or search software,,,Software,N,N,LexisNexis
27-3031.00,Public Relations Specialists,Instant messaging software,,,Software,N,N,Twitter
27-3031.00,Public Relations Specialists,Internet browser software,,,Software,N,N,Web browser software
27-3031.00,Public Relations Specialists,Multi-media educational software,,,Software,N,N,Nearpod
27-3031.00,Public Relations Specialists,Network conferencing software,,,Software,N,N,LogMeIn GoToWebinar
27-3031.00,Public Relations Specialists,Network monitoring software,,,Software,N,N,Wireshark
27-3031.00,Public Relations Specialists,Office suite software,,,Software,Y,Y,Microsoft Office software
27-3031.00,Public Relations Specialists,Operating system software,,,Software,Y,N,Apple macOS
27-3031.00,Public Relations Specialists,Presentation software,,,Software,Y,Y,Apple Keynote
27-3031.00,Public Relations Specialists,Project management software,,,Software,Y,N,Microsoft Project
27-3031.00,Public Relations Specialists,Sales and marketing software,,,Software,Y,N,Google Ads
27-3031.00,Public Relations Specialists,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
27-3031.00,Public Relations Specialists,Video conferencing software,,,Software,Y,N,Cisco Webex
27-3031.00,Public Relations Specialists,Video creation and editing software,,,Software,Y,N,Adobe After Effects
27-3031.00,Public Relations Specialists,Web page creation and editing software,,,Software,Y,Y,Adobe Dreamweaver
27-3031.00,Public Relations Specialists,Web platform development software,,,Software,Y,N,Cascading style sheets CSS
27-3031.00,Public Relations Specialists,Word processing software,,,Software,Y,N,3M Post-it App
27-3041.00,Editors,Cloud-based data access and sharing software,,,Software,N,N,Google Drive
27-3041.00,Editors,Computer based training software,,,Software,N,N,Adobe Captivate
27-3041.00,Editors,Data base user interface and query software,,,Software,N,N,FileMaker Pro
27-3041.00,Editors,Data mining software,,,Software,Y,N,Google Analytics
27-3041.00,Editors,Desktop publishing software,,,Software,Y,N,Adobe FrameMaker
27-3041.00,Editors,Document management software,,,Software,Y,N,Adobe Acrobat
27-3041.00,Editors,Electronic mail software,,,Software,Y,Y,Microsoft Outlook
27-3041.00,Editors,Enterprise application integration software,,,Software,Y,N,Extensible markup language XML
27-3041.00,Editors,Graphics or photo imaging software,,,Software,Y,Y,Adobe Creative Cloud software
27-3041.00,Editors,Information retrieval or search software,,,Software,N,N,LexisNexis
27-3041.00,Editors,Instant messaging software,,,Software,N,N,Twitter
27-3041.00,Editors,Internet browser software,,,Software,N,N,Web browser software
27-3041.00,Editors,Internet protocol IP multimedia subsystem software,,,Software,N,N,File transfer protocol FTP software
27-3041.00,Editors,Office suite software,,,Software,Y,Y,Microsoft Office software
27-3041.00,Editors,Operating system software,,,Software,Y,N,Apple macOS
27-3041.00,Editors,Presentation software,,,Software,Y,Y,Apple iWork Keynote
27-3041.00,Editors,Process mapping and design software,,,Software,Y,N,Microsoft Visio
27-3041.00,Editors,Project management software,,,Software,Y,N,Microsoft Project
27-3041.00,Editors,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
27-3041.00,Editors,Video conferencing software,,,Software,N,N,Polycom RealPresence
27-3041.00,Editors,Video creation and editing software,,,Software,Y,N,Adobe After Effects
27-3041.00,Editors,Web page creation and editing software,,,Software,Y,Y,Adobe Dreamweaver
27-3041.00,Editors,Web platform development software,,,Software,Y,Y,Cascading style sheets CSS
27-3041.00,Editors,Word processing software,,,Software,Y,Y,Adobe InCopy
27-3042.00,Technical Writers,Analytical or scientific software,,,Software,Y,N,SAS
27-3042.00,Technical Writers,Application server software,,,Software,Y,N,GitHub
27-3042.00,Technical Writers,Computer aided design CAD software,,,Software,Y,N,Autodesk AutoCAD
27-3042.00,Technical Writers,Computer based training software,,,Software,N,N,Adobe Captivate
27-3042.00,Technical Writers,Configuration management software,,,Software,N,N,IBM Rational ClearCase
27-3042.00,Technical Writers,Content workflow software,,,Software,Y,Y,Atlassian JIRA
27-3042.00,Technical Writers,Data base reporting software,,,Software,Y,N,Microsoft SQL Server Reporting Services SSRS
27-3042.00,Technical Writers,Data base user interface and query software,,,Software,Y,N,Author-it
27-3042.00,Technical Writers,Data mining software,,,Software,N,N,IBM Cognos Business Intelligence
27-3042.00,Technical Writers,Desktop communications software,,,Software,N,N,ParentSquare
27-3042.00,Technical Writers,Desktop publishing software,,,Software,Y,N,Adobe FrameMaker
27-3042.00,Technical Writers,Development environment software,,,Software,Y,N,Darwin information typing architecture DITA
27-3042.00,Technical Writers,Document management software,,,Software,Y,Y,Adobe Acrobat
27-3042.00,Technical Writers,Electronic mail software,,,Software,Y,Y,IBM Notes
27-3042.00,Technical Writers,Enterprise application integration software,,,Software,Y,Y,Extensible markup language XML
27-3042.00,Technical Writers,Enterprise resource planning ERP software,,,Software,N,N,SAP Business Objects
27-3042.00,Technical Writers,File versioning software,,,Software,Y,N,Git
27-3042.00,Technical Writers,Financial analysis software,,,Software,N,N,Oracle E-Business Suite Financials
27-3042.00,Technical Writers,Graphical user interface development software,,,Software,N,N,Adobe RoboHelp
27-3042.00,Technical Writers,Graphics or photo imaging software,,,Software,Y,N,Adobe Creative Cloud software
27-3042.00,Technical Writers,Instant messaging software,,,Software,N,N,Blink
27-3042.00,Technical Writers,Internet browser software,,,Software,N,N,Web browser software
27-3042.00,Technical Writers,Medical software,,,Software,Y,N,Epic Systems
27-3042.00,Technical Writers,Object or component oriented development software,,,Software,Y,N,Objective C
27-3042.00,Technical Writers,Office suite software,,,Software,Y,Y,Microsoft Office software
27-3042.00,Technical Writers,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
27-3042.00,Technical Writers,Process mapping and design software,,,Software,Y,Y,Microsoft Visio
27-3042.00,Technical Writers,Project management software,,,Software,Y,Y,Atlassian Confluence
27-3042.00,Technical Writers,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
27-3042.00,Technical Writers,Video creation and editing software,,,Software,N,N,Apple Final Cut Pro
27-3042.00,Technical Writers,Web page creation and editing software,,,Software,N,N,Adobe Dreamweaver
27-3042.00,Technical Writers,Web platform development software,,,Software,Y,N,Cascading style sheets CSS
27-3042.00,Technical Writers,Word processing software,,,Software,Y,Y,Microsoft Word
27-3043.00,Writers and Authors,Cloud-based data access and sharing software,,,Software,Y,N,Asana
27-3043.00,Writers and Authors,Customer relationship management CRM software,,,Software,N,N,Blackbaud The Raiser's Edge
27-3043.00,Writers and Authors,Data base management system software,,,Software,Y,N,MySQL
27-3043.00,Writers and Authors,Data base user interface and query software,,,Software,Y,N,FileMaker Pro
27-3043.00,Writers and Authors,Data mining software,,,Software,Y,N,Google Analytics
27-3043.00,Writers and Authors,Desktop communications software,,,Software,N,N,Eko
27-3043.00,Writers and Authors,Desktop publishing software,,,Software,Y,N,Adobe InDesign
27-3043.00,Writers and Authors,Document management software,,,Software,Y,N,Adobe Acrobat
27-3043.00,Writers and Authors,Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-3043.00,Writers and Authors,Graphical user interface development software,,,Software,Y,N,Figma
27-3043.00,Writers and Authors,Graphics or photo imaging software,,,Software,Y,Y,Adobe Creative Cloud software
27-3043.00,Writers and Authors,Industrial control software,,,Software,N,N,Chatbot software
27-3043.00,Writers and Authors,Instant messaging software,,,Software,N,N,Twitter
27-3043.00,Writers and Authors,Office suite software,,,Software,Y,Y,Google Workspace software
27-3043.00,Writers and Authors,Presentation software,,,Software,Y,Y,Adobe Persuasion
27-3043.00,Writers and Authors,Project management software,,,Software,Y,N,Microsoft Project
27-3043.00,Writers and Authors,Sales and marketing software,,,Software,Y,N,Google Ads
27-3043.00,Writers and Authors,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
27-3043.00,Writers and Authors,Video creation and editing software,,,Software,Y,Y,Adobe After Effects
27-3043.00,Writers and Authors,Web page creation and editing software,,,Software,Y,N,Adobe Dreamweaver
27-3043.00,Writers and Authors,Web platform development software,,,Software,Y,N,Drupal
27-3043.00,Writers and Authors,Word processing software,,,Software,Y,Y,Google Docs
27-3043.05,"Poets, Lyricists and Creative Writers",Cloud-based data access and sharing software,,,Software,N,N,Google Drive
27-3043.05,"Poets, Lyricists and Creative Writers",Desktop communications software,,,Software,N,N,Skype
27-3043.05,"Poets, Lyricists and Creative Writers",Desktop publishing software,,,Software,Y,N,Adobe InDesign
27-3043.05,"Poets, Lyricists and Creative Writers",Document management software,,,Software,Y,N,Adobe Acrobat
27-3043.05,"Poets, Lyricists and Creative Writers",Graphics or photo imaging software,,,Software,Y,N,Adobe Creative Cloud software
27-3043.05,"Poets, Lyricists and Creative Writers",Office suite software,,,Software,Y,N,Microsoft Office software
27-3043.05,"Poets, Lyricists and Creative Writers",Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-3043.05,"Poets, Lyricists and Creative Writers",Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-3043.05,"Poets, Lyricists and Creative Writers",Text to speech conversion software,,,Software,N,N,Text to speech software
27-3043.05,"Poets, Lyricists and Creative Writers",Video creation and editing software,,,Software,N,N,YouTube
27-3043.05,"Poets, Lyricists and Creative Writers",Web page creation and editing software,,,Software,Y,N,Bare Bones Software BBEdit
27-3043.05,"Poets, Lyricists and Creative Writers",Word processing software,,,Software,Y,N,Apple iWork Pages
27-3091.00,Interpreters and Translators,Data base user interface and query software,,,Software,Y,N,Microsoft Access
27-3091.00,Interpreters and Translators,Dictionary software,,,Software,N,N,Electronic dictionaries
27-3091.00,Interpreters and Translators,Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-3091.00,Interpreters and Translators,Foreign language software,,,Software,N,N,AceTools.biz Ace Translator
27-3091.00,Interpreters and Translators,Internet browser software,,,Software,N,N,Web browser software
27-3091.00,Interpreters and Translators,Internet protocol IP multimedia subsystem software,,,Software,N,N,Voice over internet protocol VoIP system software
27-3091.00,Interpreters and Translators,Mobile messaging service software,,,Software,N,N,Intrado SchoolMessenger
27-3091.00,Interpreters and Translators,Office suite software,,,Software,Y,Y,Microsoft Office software
27-3091.00,Interpreters and Translators,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
27-3091.00,Interpreters and Translators,Project management software,,,Software,N,Y,Productivity software
27-3091.00,Interpreters and Translators,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
27-3091.00,Interpreters and Translators,Web platform development software,,,Software,Y,N,Extensible hypertext markup language XHTML
27-3091.00,Interpreters and Translators,Word processing software,,,Software,Y,N,Microsoft Word
27-3092.00,Court Reporters and Simultaneous Captioners,Data base user interface and query software,,,Software,N,N,Acclaim Legal Acclaim DepoManage
27-3092.00,Court Reporters and Simultaneous Captioners,Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-3092.00,Court Reporters and Simultaneous Captioners,Enterprise resource planning ERP software,,,Software,N,N,Acculaw Court Reporters Billing Scheduling Job Management System ABSMS
27-3092.00,Court Reporters and Simultaneous Captioners,Internet browser software,,,Software,N,N,Web browser software
27-3092.00,Court Reporters and Simultaneous Captioners,Office suite software,,,Software,Y,Y,Corel WordPerfect Office Suite
27-3092.00,Court Reporters and Simultaneous Captioners,Presentation software,,,Software,N,N,ForTheRecord TheRecord Player
27-3092.00,Court Reporters and Simultaneous Captioners,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-3092.00,Court Reporters and Simultaneous Captioners,Time accounting software,,,Software,N,N,Equative TimeLedger
27-3092.00,Court Reporters and Simultaneous Captioners,Voice recognition software,,,Software,N,N,Courtroom Data Solutions Techlennium
27-3092.00,Court Reporters and Simultaneous Captioners,Word processing software,,,Software,Y,N,Advantage Software Total Eclipse
27-4011.00,Audio and Video Technicians,Data base user interface and query software,,,Software,Y,N,Blackboard software
27-4011.00,Audio and Video Technicians,Desktop publishing software,,,Software,Y,N,Adobe InDesign
27-4011.00,Audio and Video Technicians,Electronic mail software,,,Software,Y,N,Microsoft Outlook
27-4011.00,Audio and Video Technicians,Graphics or photo imaging software,,,Software,Y,N,Adobe Illustrator
27-4011.00,Audio and Video Technicians,Internet browser software,,,Software,N,N,Web browser software
27-4011.00,Audio and Video Technicians,Internet protocol IP multimedia subsystem software,,,Software,N,N,Voice over internet protocol VoIP system software
27-4011.00,Audio and Video Technicians,Office suite software,,,Software,Y,Y,Microsoft Office software
27-4011.00,Audio and Video Technicians,Operating system software,,,Software,Y,N,Cisco IOS
27-4011.00,Audio and Video Technicians,Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-4011.00,Audio and Video Technicians,Project management software,,,Software,Y,Y,Microsoft Teams
27-4011.00,Audio and Video Technicians,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-4011.00,Audio and Video Technicians,Video conferencing software,,,Software,Y,Y,Cisco Webex
27-4011.00,Audio and Video Technicians,Video creation and editing software,,,Software,Y,N,Adobe After Effects
27-4011.00,Audio and Video Technicians,Web page creation and editing software,,,Software,N,N,Adobe Dreamweaver
27-4011.00,Audio and Video Technicians,Word processing software,,,Software,Y,N,Microsoft Word
27-4012.00,Broadcast Technicians,Computer aided design CAD software,,,Software,Y,N,Autodesk AutoCAD
27-4012.00,Broadcast Technicians,Desktop publishing software,,,Software,Y,N,Adobe InDesign
27-4012.00,Broadcast Technicians,Electronic mail software,,,Software,Y,N,Email software
27-4012.00,Broadcast Technicians,Graphics or photo imaging software,,,Software,Y,N,Adobe Illustrator
27-4012.00,Broadcast Technicians,Music or sound editing software,,,Software,N,N,Adobe Audition
27-4012.00,Broadcast Technicians,Office suite software,,,Software,Y,Y,Microsoft Office software
27-4012.00,Broadcast Technicians,Operating system software,,,Software,Y,N,Cisco IOS
27-4012.00,Broadcast Technicians,Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-4012.00,Broadcast Technicians,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
27-4012.00,Broadcast Technicians,Video creation and editing software,,,Software,Y,N,Adobe After Effects
27-4012.00,Broadcast Technicians,Word processing software,,,Software,Y,N,Microsoft Word
27-4014.00,Sound Engineering Technicians,Clustering software,,,Software,N,N,VMware
27-4014.00,Sound Engineering Technicians,Computer aided design CAD software,,,Software,Y,N,Autodesk AutoCAD
27-4014.00,Sound Engineering Technicians,Desktop publishing software,,,Software,Y,N,Adobe InDesign
27-4014.00,Sound Engineering Technicians,Development environment software,,,Software,N,N,Unity Technologies Unity
27-4014.00,Sound Engineering Technicians,Document management software,,,Software,Y,N,Adobe Acrobat
27-4014.00,Sound Engineering Technicians,File versioning software,,,Software,Y,N,Git
27-4014.00,Sound Engineering Technicians,Graphics or photo imaging software,,,Software,Y,N,Adobe Creative Cloud software
27-4014.00,Sound Engineering Technicians,Internet protocol IP multimedia subsystem software,,,Software,N,N,Voice over internet protocol VoIP system software
27-4014.00,Sound Engineering Technicians,Metadata management software,,,Software,N,N,Perforce software
27-4014.00,Sound Engineering Technicians,Music or sound editing software,,,Software,N,N,Adobe Audition
27-4014.00,Sound Engineering Technicians,Object or component oriented development software,,,Software,Y,N,Oracle Java
27-4014.00,Sound Engineering Technicians,Office suite software,,,Software,Y,N,Microsoft Office software
27-4014.00,Sound Engineering Technicians,Operating system software,,,Software,Y,N,Apple macOS
27-4014.00,Sound Engineering Technicians,Presentation software,,,Software,Y,N,Microsoft PowerPoint
27-4014.00,Sound Engineering Technicians,Process mapping and design software,,,Software,Y,N,Microsoft Visio
27-4014.00,Sound Engineering Technicians,Spreadsheet software,,,Software,Y,N,Microsoft Excel
27-4014.00,Sound Engineering Technicians,Transaction server software,,,Software,N,N,IBM Middleware
27-4014.00,Sound Engineering Technicians,Video creation and editing software,,,Software,N,N,Adobe Premiere Pro
27-4014.00,Sound Engineering Technicians,Web page creation and editing software,,,Software,Y,N,Facebook
27-4014.00,Sound Engineering Technicians,Word processing software,,,Software,Y,N,Microsoft Word
27-4015.00,Lighting Technicians,Computer aided design CAD software,,,Software,Y,N,Autodesk AutoCAD
27-4015.00,Lighting Technicians,Data base user interface and query software,,,Software,Y,N,FileMaker Pro
